OBJECTID,NAME,POP2010,POP10_SQMI,POP2012,POP12_SQMI,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,HISPANIC,OTHER,MULT_RACE,MALES,FEMALES,AGE_UNDER5,AGE_5_9,AGE_10_14,AGE_15_19,AGE_20_24,AGE_25_34,AGE_35_44,AGE_45_54,AGE_55_64,AGE_65_74,AGE_75_84,AGE_85_UP,MED_AGE,MED_AGE_M,MED_AGE_F,HOUSEHOLDS,AVE_HH_SZ,HSEHLD_1_M,HSEHLD_1_F,MARHH_CHD,MARHH_NO_C,MHH_CHILD,FHH_CHILD,FIPS_I,FIPSST,FIPSCO,STPO,COUNTYNAME,CNTYDISP,CNTYSHORT,CNTYSORT,CNTYCATEGO,CNTYACTIVE,INDEPCITY,CNTYSTAND,SEATLAT,SEATLONG,NAD83UTM,NAD83STATE,NAD27STATE,STATENAME,CNTYSTARTD,CNTYENDD,LASTCHGD,NOTE,BOTTOM,TOP_,LEFT_,RIGHT_,OBJECTID_1,GlobalID,Shape_Length,Shape_Area,LAT,LONG
149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13075,13,075,GA,Cook,"Cook County, Georgia","COOK, GA",GA-Cook,County,Y,N,Y,31.13694,-83.42361,26917,26967,26767,Georgia,,,2003-02-24, ,31.02728,31.35041,-83.57694,-83.27973,,,1.35394265,0.057138701,31.15402933,-83.43047509
150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13077,13,077,GA,Coweta,"Coweta County, Georgia","COWETA, GA",GA-Coweta,County,Y,N,Y,33.38056,-84.79972,26916,26967,26767,Georgia,,,2003-02-24, ,33.19104,33.51176,-85.01536,-84.49686,,,1.747148341,0.111890278,33.35344862,-84.76325283
151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13079,13,079,GA,Crawford,"Crawford County, Georgia","CRAWFORD, GA",GA-Crawford,County,Y,N,Y,32.72417,-83.99778,26917,26967,26767,Georgia,,,2003-02-24, ,32.52992,32.85714,-84.20263,-83.70109,,,1.629571109,0.081322302,32.71443582,-83.9863395
152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13081,13,081,GA,Crisp,"Crisp County, Georgia","CRISP, GA",GA-Crisp,County,Y,N,Y,31.96333,-83.7825,26917,26967,26767,Georgia,,,2003-02-24, ,31.80349,32.03087,-83.96128,-83.60945,,,1.19032808,0.069450715,31.92296751,-83.76811956
153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13083,13,083,GA,Dade,"Dade County, Georgia","DADE, GA",GA-Dade,County,Y,N,Y,34.87194,-85.50917,26916,26967,26767,Georgia,,,2003-02-24, ,34.62386,34.98468,-85.60516,-85.36392,,,1.025782699,0.044461877,34.85443746,-85.50454767
154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13085,13,085,GA,Dawson,"Dawson County, Georgia","DAWSON, GA",GA-Dawson,County,Y,N,Y,34.42111,-84.11917,26916,26967,26767,Georgia,,,2003-02-24, ,34.33383,34.61792,-84.34651,-83.9573,,,1.315043256,0.054351206,34.44380962,-84.17033128
155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13087,13,087,GA,Decatur,"Decatur County, Georgia","DECATUR, GA",GA-Decatur,County,Y,N,Y,30.90361,-84.57556,26916,26967,26767,Georgia,,,2003-02-24, ,30.68999,31.07957,-84.87133,-84.37593,,,1.746531226,0.152240628,30.87830047,-84.57911025
156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13089,13,089,GA,DeKalb,"DeKalb County, Georgia","DE KALB, GA",GA-DeKalb,County,Y,N,Y,33.77472,-84.29639,26916,26967,26767,Georgia,,,2003-02-24, ,33.6146,33.9705,-84.35022,-84.02371,,,1.232541751,0.068291227,33.77151184,-84.2262964
157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13091,13,091,GA,Dodge,"Dodge County, Georgia","DODGE, GA",GA-Dodge,County,Y,N,Y,32.1975,-83.17778,26917,26966,26766,Georgia,,,2003-02-24, ,31.90033,32.45253,-83.37399,-82.87179,,,2.02324747,0.124606559,32.17207873,-83.1684054
158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13093,13,093,GA,Dooly,"Dooly County, Georgia","DOOLY, GA",GA-Dooly,County,Y,N,Y,32.09139,-83.79556,26917,26967,26767,Georgia,,,2003-02-24, ,32.02809,32.29216,-84.03311,-83.60614,,,1.409430332,0.098326041,32.15721371,-83.79873425
159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13095,13,095,GA,Dougherty,"Dougherty County, Georgia","DOUGHERTY, GA",GA-Dougherty,County,Y,N,Y,31.57833,-84.15583,26916,26967,26767,Georgia,,,2003-02-24, ,31.43586,31.65027,-84.45758,-83.98161,,,1.449433487,0.082310145,31.53333766,-84.21645977
160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13097,13,097,GA,Douglas,"Douglas County, Georgia","DOUGLAS, GA",GA-Douglas,County,Y,N,Y,33.75139,-84.74778,26916,26967,26767,Georgia,,,2003-02-24, ,33.57332,33.80601,-84.91106,-84.57813,,,1.043115424,0.050440334,33.7015175,-84.76776866
161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13099,13,099,GA,Early,"Early County, Georgia","EARLY, GA",GA-Early,County,Y,N,Y,31.3775,-84.93417,26916,26967,26767,Georgia,,,2003-02-24, ,31.07259,31.51867,-85.1146,-84.62758,,,1.903542493,0.126706456,31.32281775,-84.90372576
162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13101,13,101,GA,Echols,"Echols County, Georgia","ECHOLS, GA",GA-Echols,County,Y,N,Y,30.70306,-83.02778,26917,26966,26766,Georgia,,,2003-02-24, ,30.59183,30.87252,-83.1368,-82.57871,,,1.581338332,0.102626093,30.71014499,-82.89384733
163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13103,13,103,GA,Effingham,"Effingham County, Georgia","EFFINGHAM, GA",GA-Effingham,County,Y,N,Y,32.37222,-81.31167,26917,26966,26766,Georgia,,,2003-02-24, ,32.09589,32.59544,-81.5477,-81.11963,,,1.978911504,0.119819313,32.36727564,-81.34127532
164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13105,13,105,GA,Elbert,"Elbert County, Georgia","ELBERT, GA",GA-Elbert,County,Y,N,Y,34.11111,-82.86722,26917,26966,26766,Georgia,,,2003-02-24, ,33.95581,34.28894,-83.10331,-82.56458,,,1.625924597,0.094790358,34.11694082,-82.84023446
165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13107,13,107,GA,Emanuel,"Emanuel County, Georgia","EMANUEL, GA",GA-Emanuel,County,Y,N,Y,32.59722,-82.33389,26917,26966,26766,Georgia,,,2003-02-24, ,32.29188,32.84131,-82.64744,-82.00151,,,2.355518706,0.171731768,32.58969834,-82.30180547
166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13109,13,109,GA,Evans,"Evans County, Georgia","EVANS, GA",GA-Evans,County,Y,N,Y,32.16139,-81.90417,26917,26966,26766,Georgia,,,2003-02-24, ,32.0479,32.27888,-82.02534,-81.71848,,,0.990575244,0.046271831,32.15676114,-81.88682171
167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13111,13,111,GA,Fannin,"Fannin County, Georgia","FANNIN, GA",GA-Fannin,County,Y,N,Y,34.86389,-84.32417,26916,26967,26767,Georgia,,,2003-02-24, ,34.60261,34.98841,-84.62275,-84.09297,,,1.845434527,0.099941133,34.86410139,-84.3195505
168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13113,13,113,GA,Fayette,"Fayette County, Georgia","FAYETTE, GA",GA-Fayette,County,Y,N,Y,33.44861,-84.455,26916,26967,26767,Georgia,,,2003-02-24, ,33.25651,33.55111,-84.62718,-84.38162,,,1.132482332,0.050023216,33.41387918,-84.4940592
169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13115,13,115,GA,Floyd,"Floyd County, Georgia","FLOYD, GA",GA-Floyd,County,Y,N,Y,34.25694,-85.16472,26916,26967,26767,Georgia,,,2003-02-24, ,34.07913,34.58748,-85.46221,-85.00523,,,1.950231551,0.131440145,34.26308331,-85.21438392
170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13117,13,117,GA,Forsyth,"Forsyth County, Georgia","FORSYTH, GA",GA-Forsyth,County,Y,N,Y,34.20722,-84.14028,26916,26967,26767,Georgia,,,2003-02-24, ,34.05085,34.33523,-84.25969,-83.92549,,,1.22379568,0.062685407,34.22550338,-84.12532626
171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13119,13,119,GA,Franklin,"Franklin County, Georgia","FRANKLIN, GA",GA-Franklin,County,Y,N,Y,34.36972,-83.23528,26917,26966,26766,Georgia,,,2003-02-24, ,34.2239,34.53675,-83.39839,-83.05185,,,1.24544222,0.06761752,34.37542554,-83.22928407
172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13121,13,121,GA,Fulton,"Fulton County, Georgia","FULTON, GA",GA-Fulton,County,Y,N,Y,33.74889,-84.38806,26916,26967,26767,Georgia,,,2003-02-24, ,33.50241,34.18633,-84.85071,-84.09739,,,2.763290297,0.134794731,33.78997746,-84.46757254
173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13123,13,123,GA,Gilmer,"Gilmer County, Georgia","GILMER, GA",GA-Gilmer,County,Y,N,Y,34.69472,-84.48222,26916,26967,26767,Georgia,,,2003-02-24, ,34.5485,34.85556,-84.6571,-84.19348,,,1.664712107,0.110028989,34.69145824,-84.45544732
174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13125,13,125,GA,Glascock,"Glascock County, Georgia","GLASCOCK, GA",GA-Glascock,County,Y,N,Y,33.23333,-82.59556,26917,26966,26766,Georgia,,,2003-02-24, ,33.1189,33.32718,-82.75588,-82.43196,,,0.950416558,0.036190316,33.22928486,-82.61074294
175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13127,13,127,GA,Glynn,"Glynn County, Georgia","GLYNN, GA",GA-Glynn,County,Y,N,Y,31.14972,-81.49167,26917,26966,26766,Georgia,,,2003-02-24, ,31.00361,31.45295,-81.78253,-81.25447,,,10.66110706,0.103892999,31.23749214,-81.54803977
176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13129,13,129,GA,Gordon,"Gordon County, Georgia","GORDON, GA",GA-Gordon,County,Y,N,Y,34.5025,-84.95111,26916,26967,26767,Georgia,,,2003-02-24, ,34.38419,34.63413,-85.1121,-84.64443,,,1.607577997,0.090913439,34.50349905,-84.8756213
177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13131,13,131,GA,Grady,"Grady County, Georgia","GRADY, GA",GA-Grady,County,Y,N,Y,30.87722,-84.20139,26916,26967,26767,Georgia,,,2003-02-24, ,30.6758,31.07913,-84.3807,-84.07293,,,1.396037136,0.112458775,30.87460449,-84.23439659
178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13133,13,133,GA,Greene,"Greene County, Georgia","GREENE, GA",GA-Greene,County,Y,N,Y,33.57556,-83.1825,26917,26966,26766,Georgia,,,2003-02-24, ,33.35503,33.76173,-83.40606,-82.95057,,,1.622808816,0.102180162,33.57879697,-83.16668899
179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13135,13,135,GA,Gwinnett,"Gwinnett County, Georgia","GWINNETT, GA",GA-Gwinnett,County,Y,N,Y,33.95611,-83.98806,26916,26967,26767,Georgia,,,2003-02-24, ,33.75281,34.1679,-84.27682,-83.7989,,,1.582244223,0.110329958,33.96165842,-84.02359089
180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13137,13,137,GA,Habersham,"Habersham County, Georgia","HABERSHAM, GA",GA-Habersham,County,Y,N,Y,34.6125,-83.525,26917,26967,26767,Georgia,,,2003-02-24, ,34.43119,34.82759,-83.6817,-83.33817,,,1.509427691,0.071087816,34.63091901,-83.53116887
181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13139,13,139,GA,Hall,"Hall County, Georgia","HALL, GA",GA-Hall,County,Y,N,Y,34.29778,-83.82417,26917,26967,26767,Georgia,,,2003-02-24, ,34.09828,34.5141,-84.06301,-83.61486,,,1.721615014,0.108875971,34.31673513,-83.81978486
182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13141,13,141,GA,Hancock,"Hancock County, Georgia","HANCOCK, GA",GA-Hancock,County,Y,N,Y,33.27556,-82.97639,26917,26966,26766,Georgia,,,2003-02-24, ,33.04995,33.46911,-83.27522,-82.74618,,,1.779972322,0.120002598,33.27022529,-83.00106113
183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13143,13,143,GA,Haralson,"Haralson County, Georgia","HARALSON, GA",GA-Haralson,County,Y,N,Y,33.8025,-85.18861,26916,26967,26767,Georgia,,,2003-02-24, ,33.65209,33.9063,-85.38658,-85.03668,,,1.123220872,0.07139886,33.79422251,-85.21104475
184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13145,13,145,GA,Harris,"Harris County, Georgia","HARRIS, GA",GA-Harris,County,Y,N,Y,32.75778,-84.875,26916,26967,26767,Georgia,,,2003-02-24, ,32.58313,32.8725,-85.18491,-84.68288,,,1.653121851,0.117840048,32.73601083,-84.90895965
185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13147,13,147,GA,Hart,"Hart County, Georgia","HART, GA",GA-Hart,County,Y,N,Y,34.35278,-82.93222,26917,26966,26766,Georgia,,,2003-02-24, ,34.20984,34.49387,-83.11554,-82.77319,,,1.105785695,0.065073715,34.35111489,-82.96404191
186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13149,13,149,GA,Heard,"Heard County, Georgia","HEARD, GA",GA-Heard,County,Y,N,Y,33.2775,-85.09806,26916,26967,26767,Georgia,,,2003-02-24, ,33.12956,33.42811,-85.2938,-84.93901,,,1.193774928,0.075490348,33.29700432,-85.12826404
187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13151,13,151,GA,Henry,"Henry County, Georgia","HENRY, GA",GA-Henry,County,Y,N,Y,33.44722,-84.14694,26916,26967,26767,Georgia,,,2003-02-24, ,33.29779,33.64691,-84.35442,-83.92352,,,1.719363004,0.08149941,33.45332464,-84.15541158
188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13153,13,153,GA,Houston,"Houston County, Georgia","HOUSTON, GA",GA-Houston,County,Y,N,Y,32.45806,-83.73167,26917,26967,26767,Georgia,,,2003-02-24, ,32.28258,32.69222,-83.85685,-83.48246,,,1.826800378,0.094354299,32.45893933,-83.66633538
189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13155,13,155,GA,Irwin,"Irwin County, Georgia","IRWIN, GA",GA-Irwin,County,Y,N,Y,31.59417,-83.25056,26917,26967,26767,Georgia,,,2003-02-24, ,31.47206,31.76967,-83.50104,-82.99847,,,1.595476291,0.089283437,31.60231103,-83.27632149
190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13157,13,157,GA,Jackson,"Jackson County, Georgia","JACKSON, GA",GA-Jackson,County,Y,N,Y,34.11694,-83.5725,26917,26967,26767,Georgia,,,2003-02-24, ,33.96591,34.29528,-83.81769,-83.35714,,,1.475334885,0.086825303,34.13388632,-83.56634604
191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13159,13,159,GA,Jasper,"Jasper County, Georgia","JASPER, GA",GA-Jasper,County,Y,N,Y,33.30472,-83.68333,26917,26967,26767,Georgia,,,2003-02-24, ,33.13184,33.52622,-83.86353,-83.53374,,,1.419549046,0.093687836,33.31635945,-83.68814918
192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13161,13,161,GA,Jeff Davis,"Jeff Davis County, Georgia","JEFF DAVIS, GA",GA-Jeff Davis,County,Y,N,Y,31.86944,-82.59444,26917,26966,26766,Georgia,,,2003-02-24, ,31.6713,31.97189,-82.83687,-82.43045,,,1.56898808,0.082740652,31.80557851,-82.63705739
193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13163,13,163,GA,Jefferson,"Jefferson County, Georgia","JEFFERSON, GA",GA-Jefferson,County,Y,N,Y,33.00139,-82.41139,26917,26966,26766,Georgia,,,2003-02-24, ,32.76145,33.31327,-82.66204,-82.23241,,,1.815701178,0.132415918,33.05475803,-82.41814691
194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13165,13,165,GA,Jenkins,"Jenkins County, Georgia","JENKINS, GA",GA-Jenkins,County,Y,N,Y,32.80389,-81.94944,26917,26966,26766,Georgia,,,2003-02-24, ,32.60687,32.95395,-82.14794,-81.76765,,,1.210374706,0.08787367,32.79244158,-81.96357208
195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13167,13,167,GA,Johnson,"Johnson County, Georgia","JOHNSON, GA",GA-Johnson,County,Y,N,Y,32.72917,-82.72,26917,26966,26766,Georgia,,,2003-02-24, ,32.50947,32.82236,-82.95707,-82.43415,,,1.627888771,0.076345507,32.70148463,-82.66005255
196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13169,13,169,GA,Jones,"Jones County, Georgia","JONES, GA",GA-Jones,County,Y,N,Y,33.00944,-83.53389,26917,26967,26767,Georgia,,,2003-02-24, ,32.84129,33.18583,-83.81685,-83.35768,,,1.359755077,0.098833858,33.0251279,-83.56047688
197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13171,13,171,GA,Lamar,"Lamar County, Georgia","LAMAR, GA",GA-Lamar,County,Y,N,Y,33.05444,-84.15583,26916,26967,26767,Georgia,,,2003-02-24, ,32.9315,33.20282,-84.27014,-84.04091,,,1.012506945,0.046468378,33.07651746,-84.13944137
198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13173,13,173,GA,Lanier,"Lanier County, Georgia","LANIER, GA",GA-Lanier,County,Y,N,Y,31.04083,-83.07528,26917,26967,26767,Georgia,,,2003-02-24, ,30.84484,31.18462,-83.19788,-82.96984,,,1.190488307,0.048899064,31.03790193,-83.0626345
199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13175,13,175,GA,Laurens,"Laurens County, Georgia","LAURENS, GA",GA-Laurens,County,Y,N,Y,32.54028,-82.90389,26917,26966,26766,Georgia,,,2003-02-24, ,32.14727,32.71576,-83.22658,-82.63313,,,1.996004366,0.203338817,32.4635483,-82.9222168
200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13177,13,177,GA,Lee,"Lee County, Georgia","LEE, GA",GA-Lee,County,Y,N,Y,31.73194,-84.17083,26916,26967,26767,Georgia,,,2003-02-24, ,31.62197,31.91619,-84.33861,-83.92253,,,1.600442951,0.089273897,31.77944635,-84.14116603
201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13179,13,179,GA,Liberty,"Liberty County, Georgia","LIBERTY, GA",GA-Liberty,County,Y,N,Y,31.84667,-81.59611,26917,26966,26766,Georgia,,,2003-02-24, ,31.55495,32.09268,-81.82436,-81.11262,,,6.057754364,0.128671911,31.83338569,-81.50376999
202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13181,13,181,GA,Lincoln,"Lincoln County, Georgia","LINCOLN, GA",GA-Lincoln,County,Y,N,Y,33.79222,-82.47917,26917,26966,26766,Georgia,,,2003-02-24, ,33.63698,33.98463,-82.64619,-82.21865,,,1.43803346,0.064872874,33.79362214,-82.4510969
203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13183,13,183,GA,Long,"Long County, Georgia","LONG, GA",GA-Long,County,Y,N,Y,31.70778,-81.7425,26917,26966,26766,Georgia,,,2003-02-24, ,31.5387,32.01483,-81.98179,-81.49187,,,1.782580315,0.099476565,31.75273394,-81.74585
204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13185,13,185,GA,Lowndes,"Lowndes County, Georgia","LOWNDES, GA",GA-Lowndes,County,Y,N,Y,30.8325,-83.27861,26917,26967,26767,Georgia,,,2003-02-24, ,30.62397,31.03196,-83.48477,-83.01962,,,2.170683686,0.124692347,30.83384031,-83.26779357
205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13187,13,187,GA,Lumpkin,"Lumpkin County, Georgia","LUMPKIN, GA",GA-Lumpkin,County,Y,N,Y,34.5325,-83.985,26917,26967,26767,Georgia,,,2003-02-24, ,34.41867,34.74089,-84.19347,-83.8316,,,1.354230856,0.072481375,34.57213925,-84.00314423
206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13189,13,189,GA,McDuffie,"McDuffie County, Georgia","MCDUFFIE, GA",GA-McDuffie,County,Y,N,Y,33.47056,-82.50472,26917,26966,26766,Georgia,,,2003-02-24, ,33.31097,33.65999,-82.64976,-82.29407,,,1.459973338,0.066908693,33.48281985,-82.48130771
207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13191,13,191,GA,McIntosh,"McIntosh County, Georgia","MCINTOSH, GA",GA-McIntosh,County,Y,N,Y,31.37,-81.43417,26917,26966,26766,Georgia,,,2003-02-24, ,31.29076,31.69952,-81.66843,-81.17725,,,11.43365428,0.107156144,31.5018752,-81.41670776
208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13193,13,193,GA,Macon,"Macon County, Georgia","MACON, GA",GA-Macon,County,Y,N,Y,32.29361,-84.06111,26916,26967,26767,Georgia,,,2003-02-24, ,32.17078,32.5306,-84.25591,-83.83667,,,1.696720741,0.100733153,32.35832109,-84.04255827
209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13195,13,195,GA,Madison,"Madison County, Georgia","MADISON, GA",GA-Madison,County,Y,N,Y,34.12417,-83.22139,26917,26966,26766,Georgia,,,2003-02-24, ,33.99887,34.27372,-83.40265,-82.97634,,,1.442595695,0.072283944,34.12792245,-83.20899705
210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13197,13,197,GA,Marion,"Marion County, Georgia","MARION, GA",GA-Marion,County,Y,N,Y,32.31889,-84.51722,26916,26967,26767,Georgia,,,2003-02-24, ,32.13406,32.56208,-84.65892,-84.38992,,,1.488147452,0.091185673,32.35328409,-84.52461793
211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13199,13,199,GA,Meriwether,"Meriwether County, Georgia","MERIWETHER, GA",GA-Meriwether,County,Y,N,Y,33.02861,-84.71306,26916,26967,26767,Georgia,,,2003-02-24, ,32.84464,33.2315,-84.86462,-84.49039,,,1.623639374,0.126340564,33.04058283,-84.6883274
212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13201,13,201,GA,Miller,"Miller County, Georgia","MILLER, GA",GA-Miller,County,Y,N,Y,31.17111,-84.73333,26916,26967,26767,Georgia,,,2003-02-24, ,31.06801,31.25951,-84.92242,-84.5371,,,1.169016978,0.069517935,31.16403202,-84.73074232
213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13205,13,205,GA,Mitchell,"Mitchell County, Georgia","MITCHELL, GA",GA-Mitchell,County,Y,N,Y,31.23111,-84.21056,26916,26967,26767,Georgia,,,2003-02-24, ,31.07721,31.44368,-84.50834,-83.99784,,,1.763225364,0.125974467,31.22534646,-84.1943699
214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13207,13,207,GA,Monroe,"Monroe County, Georgia","MONROE, GA",GA-Monroe,County,Y,N,Y,33.03417,-83.93833,26917,26967,26767,Georgia,,,2003-02-24, ,32.84834,33.20263,-84.12427,-83.70592,,,1.45619135,0.099423581,33.01401781,-83.91875465
215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13209,13,209,GA,Montgomery,"Montgomery County, Georgia","MONTGOMERY, GA",GA-Montgomery,County,Y,N,Y,32.17833,-82.59472,26917,26966,26766,Georgia,,,2003-02-24, ,31.94859,32.35385,-82.65626,-82.40912,,,1.340903285,0.061247558,32.17453324,-82.53382223
216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13211,13,211,GA,Morgan,"Morgan County, Georgia","MORGAN, GA",GA-Morgan,County,Y,N,Y,33.59556,-83.46806,26917,26967,26767,Georgia,,,2003-02-24, ,33.43447,33.81776,-83.68745,-83.26929,,,1.348109334,0.089203663,33.59080389,-83.49237878
217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13213,13,213,GA,Murray,"Murray County, Georgia","MURRAY, GA",GA-Murray,County,Y,N,Y,34.76583,-84.77,26916,26967,26767,Georgia,,,2003-02-24, ,34.58319,34.98833,-84.94473,-84.58219,,,1.88919035,0.088486433,34.78834237,-84.74821508
218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13215,13,215,GA,Muscogee,"Muscogee County, Georgia","MUSCOGEE, GA",GA-Muscogee,County,Y,N,Y,32.46083,-84.98778,26916,26967,26767,Georgia,,,2003-02-24, ,32.37387,32.60814,-85.08078,-84.66746,,,1.328136419,0.054929151,32.5099644,-84.87703642
219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13217,13,217,GA,Newton,"Newton County, Georgia","NEWTON, GA",GA-Newton,County,Y,N,Y,33.59667,-83.86028,26917,26967,26767,Georgia,,,2003-02-24, ,33.36727,33.74431,-84.05504,-83.67479,,,1.441797587,0.070205452,33.55501988,-83.85020324
220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13219,13,219,GA,Oconee,"Oconee County, Georgia","OCONEE, GA",GA-Oconee,County,Y,N,Y,33.86278,-83.40889,26917,26967,26767,Georgia,,,2003-02-24, ,33.69839,33.96591,-83.64669,-83.27556,,,1.218033985,0.04695734,33.83491828,-83.43691557
221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13221,13,221,GA,Oglethorpe,"Oglethorpe County, Georgia","OGLETHORPE, GA",GA-Oglethorpe,County,Y,N,Y,33.86972,-83.11194,26917,26966,26766,Georgia,,,2003-02-24, ,33.69006,34.04766,-83.30662,-82.77935,,,1.756673039,0.111603134,33.88068865,-83.08066069
222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13223,13,223,GA,Paulding,"Paulding County, Georgia","PAULDING, GA",GA-Paulding,County,Y,N,Y,33.92361,-84.84083,26916,26967,26767,Georgia,,,2003-02-24, ,33.7736,34.0826,-85.05031,-84.72324,,,1.196889715,0.079558052,33.92017149,-84.86722831
223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13225,13,225,GA,Peach,"Peach County, Georgia","PEACH, GA",GA-Peach,County,Y,N,Y,32.55361,-83.8875,26917,26967,26767,Georgia,,,2003-02-24, ,32.43888,32.69282,-84.01817,-83.70101,,,1.162526565,0.037669052,32.56871045,-83.82694916
